Production Year #,Production Month #,Symbol,ML Sec #,CUSIP,Trader
2020,8,MLWCS,67LJ6,40438J346,Charles Wright
2020,8,MLWCN,67CP6,09710C667,Charles Wright
2020,8,MLUYU,30PU1,09710C691,Tanner Di Lello
2020,8,MLUYY,03HE1,40438J171,Simon Torjmane / Wen Xuan Lim
2020,8,MLUYR,67CT2,06747J350,
2020,8,MLWCR,67LK3,06747J335,
2020,8,MLWCV,39HW6,40438J338,Youssef Boujemaoui / Thomas Eshaghi
2020,8,MLWCZ,30PT7,06417R468,
2020,8,MLWCP,28II4,06747J343,
2020,8,MLWCW,67LJ3,06747J491,Charles Wright
2020,8,MLOUM,67LJ2,09710C659,Tanner Di Lello
2020,8,MLWCM,67LK4,40438J320,Youssef Boujemaoui / Thomas Eshaghi
2020,8,MLWDA,30PM1,22550J684,Jorge Saba
2020,9,MLOUS,67EQ2,09710C717,Tanner Di Lello
2020,9,MLUYZ,28IJ2,13607H656,Simon Torjmane / Wen Xuan Lim
2020,9,MLUZH,39HX7,06747K787,Mickael Slomka
2020,9,MLWDL,67LM1,06417R427,Charles Wright
2020,9,MLWDW,67LN7,06417R385,Tanner Di Lello
2020,9,MLWDH,67LM2,40438G839,Charles Wright
2020,9,MLUZG,67LN6,06417R393,Tanner Di Lello
2020,9,MLUZD,67LL4,06417R443,Tanner Di Lello
2020,9,MLUZK,67LN3,13607H649,Mickael Slomka
2020,9,MLWDK,39HX0,891160392,Pierre-Alexandre Des Mazis
2020,9,MLWDC,67LL3,40438G847,Charles Wright
2020,9,MLWDP,30PZ0,22550J650,Jorge Saba
2020,9,MLWDF,39HW9,22550J668,Pierre-Alexandre Des Mazis
2020,9,MLWDY,67LO1,09710C741,Pierre-Alexandre Des Mazis
2020,9,MLWDM,28AO6,22550M109,Charles Wright
2020,9,MLUZM,00A86,78014T866,Simon Torjmane / Wen Xuan Lim
2020,9,MLUZE,67LN5,40438Q845,Tanner Di Lello
2020,9,MLUZC,67LM7,40438Q407,Tanner Di Lello
2020,9,MLUZI,67DT6,06747K837,Tanner Di Lello
2020,9,MLWDJ,67DM2,06747K886,Charles Wright
2020,9,MLWDD,67LM6,22550J643,Pierre-Alexandre Des Mazis
2020,9,MLWDE,67DQ4,78014T874,Charles Wright
2020,9,MLWDS,08V44,40438Q837,Tanner Di Lello
2020,9,MLWDU,08V43,06747K555,Simon Torjmane / Wen Xuan Lim
2020,9,MLUZJ,67DI8,13607H672,Tanner Di Lello
2020,9,MLUZA,49C33,13607H664,Tanner Di Lello
2020,9,MLWDI,67LL2,06417R435,Charles Wright
2020,9,MLWDG,28II8,78014T882,Simon Torjmane / Wen Xuan Lim
2020,9,MLWDN,67DM4,891160418,Charles Wright
2020,9,MLUZB,31IA5,40438J114,Tanner Di Lello
2020,9,MLOUQ,67LL1,09710C709,Tanner Di Lello
2020,9,MLWDV,39HY3,06747K530,Simon Torjmane / Wen Xuan Lim
2020,9,MLWDX,67LO0,09710C733,Charles Wright
2020,9,MLWDO,30PW5,78014T809,Charles Wright
2020,9,MLWDR,38XS8,06417R419,Jorge Saba
2020,10,MLVAG,28IJ7,13607HDX7,Tanner Di Lello
2020,10,MLUZZ,67LO8,06417R344,Mickael Slomka
2020,10,MLVAN,67LP1,13607H615,Tanner Di Lello
2020,10,MLUZY,67LP9,13607H565,Tanner Di Lello
2020,10,MLWEQ,49DW7,891160368,Nate Boroff
2020,10,MLWES,67LP8,13607H573,Tanner Di Lello
2020,10,MLOUU,67LP7,09710C782,Tanner Di Lello
2020,10,MLUZW,67EL1,13607H623,Tanner Di Lello
2020,10,MLWEN,67LP0,891160376,Charles Wright
2020,10,MLUZV,31IC3,06417R377,Tanner Di Lello
2020,10,MLWEW,67EX7,13607H557,Charles Wright
2020,10,MLWEA,30QG6,09710C766,Tanner Di Lello
2020,10,MLWEO,30QK0,78014T858,Jorge Saba
2020,10,MLWEM,39HY4,13607V101,Pierre-Alexandre Des Mazis
2020,10,MLUZU,67EX1,13607H599,Tanner Di Lello
2020,10,MLWEK,67EU4,06417R286,Charles Wright
2020,10,MLVFW,49AU2,13607V309,Simon Torjmane / Wen Xuan Lim
2020,10,MLVGA,67LQ1,06417R252,Tanner Di Lello
2020,10,MLWEJ,39HY7,891160350,Pierre-Alexandre Des Mazis
2020,10,MLWEI,67EX3,891160343,Charles Wright
2020,10,MLWEL,30QL7,78014T817,Nate Boroff
2020,10,MLWER,13EW7,13607V200,Simon Torjmane / Wen Xuan Lim
2020,10,MLWEH,67LP6,06417R278,Charles Wright
2020,10,MLWEV,67LQ2,06417R245,Tanner Di Lello
2020,10,MLWEG,67LP5,13607H581,Charles Wright
2020,10,MLWEU,28IJ7,06747K415,Simon Torjmane / Wen Xuan Lim
2020,10,MLWEF,21BK2,06417R310,Charles Wright
2020,10,MLUZT,39HY6,06417R336,Mickael Slomka
2020,10,MLWEE,67EM3,06417R328,Charles Wright
2020,10,MLOUV,67LP3,09710C774,Tanner Di Lello
2020,10,MLWED,67LP2,78014T825,Pierre-Alexandre Des Mazis
2020,10,MLUZR,67LQ0,06417R260,Tanner Di Lello
2020,10,MLUZS,67LO7,06417R369,Tanner Di Lello
2020,10,MLVGW,73DE3,78014T775,Simon Torjmane / Wen Xuan Lim
2020,10,MLUZQ,49DV0,06417R351,Tanner Di Lello
2020,10,MLWEB,67LO9,78014T833,Charles Wright
2020,10,MLWEC,73KQ2,13607H631,Jorge Saba
2020,11,UHAAF,8Y0H1,05573C398,Tanner Di Lello
2020,11,MLWFL,21BK7,09710C790,Charles Wright
2020,11,MLOUX,67LR3,09710C816,Tanner Di Lello
2020,11,MLVEM,49JH2,06747K159,Tanner Di Lello
2020,11,MLWFK,73KQ4,06747K142,Jorge Saba
2020,11,MLWFM,30QU2,40438Q688,Jorge Saba
2020,11,MLOUW,67LR5,09710C808,Tanner Di Lello
2020,11,MLVET,67LS2,06747L850,Tanner Di Lello
2020,11,MLVEE,67LQ8,06747K183,Tanner Di Lello
2020,11,MLVED,28IK2,22550J619,Simon Torjmane / Wen Xuan Lim
2020,11,MLWFJ,67LR9,40438Q712,Charles Wright
2020,11,MLVFD,14DF4,40438Q548,Simon Torjmane / Wen Xuan Lim
2020,11,MLOUY,67LQ7,06417R237,Tanner Di Lello
2020,11,MLVEC,49FY6,40438Q647,Tanner Di Lello
2020,11,MLWFG,67EZ5,40438Q639,Charles Wright
2020,11,MLWFH,49F13,40438Q613,Nate Boroff
2020,11,MLWFF,67EY5,40438Q597,Charles Wright
2020,11,MLWFI,30QU3,40438Q589,Charles Wright
2020,11,MLVEN,67LR0,06747L306,Tanner Di Lello
2020,11,MLVES,30Q00,06747L603,Tanner Di Lello
2020,11,MLVDE,67EY2,06747L405,Tanner Di Lello
2020,11,MLWFE,39HY9,40438Q621,Pierre-Alexandre Des Mazis
2020,11,MLWFD,39HY8,40438Q571,Pierre-Alexandre Des Mazis
2020,11,MLVGC,67LS1,06747L876,Tanner Di Lello
2020,11,MLVGB,67LR2,06747K126,Tanner Di Lello
2020,11,MLVGE,67EY8,40438G789,Tanner Di Lello
2020,11,MLWFC,67LR6,40438Q654,Charles Wright
2020,11,MLWFB,67LR1,22550J593,Pierre-Alexandre Des Mazis
2020,11,MLVFZ,67LR4,22550Y103,Mickael Slomka
2020,11,MLWFA,67LS0,06747L504,Tanner Di Lello
2020,11,MLVFY,31ID6,06747L207,Tanner Di Lello
2020,11,MLWFO,67LS3,09710C832,Youssef Boujemaoui / Thomas Eshaghi
2020,11,MLWEZ,67LR7,06747K118,Charles Wright
2020,11,MLWFN,67LS4,09710C824,Charles Wright
2020,11,MLWEY,67EX9,22550J627,Charles Wright
2020,11,MLWEX,67LQ9,06747K191,Charles Wright
2020,12,MLOVC,67LU2 ,09710C865,Tanner Di Lello
2020,12,MLOVA,67LT2,09710C857,Tanner Di Lello
2020,12,MLXAA,28IK4,06417R179,Simon Torjmane / Wen Xuan Lim
2020,12,MLXAB,67LT7,40438Q423,Tanner Di Lello
2020,12,MLWGF,67EZ9,13607V705,Charles Wright
2020,12,MLWGE,21BK8,06747L736,Charles Wright
2020,12,MLXAP,21BL2,78014T726,Simon Torjmane / Wen Xuan Lim
2020,12,MLXAH,39H03,13607H540,Mickael Slomka
2020,12,MLWGC,39H04,06417R211,Pierre-Alexandre Des Mazis
2020,12,MLXAJ,67E10,40438Q373,Tanner Di Lello
2020,12,MLXAS,67E92,06417R146,Tanner Di Lello
2020,12,MLXAN,30Q73,06417R153,Tanner Di Lello
2020,12,MLXAM,67LU0,13607V804,Mickael Slomka
2020,12,MLXAR,28CM7,09710C881,Simon Torjmane / Wen Xuan Lim
2020,12,MLWGA,67LT5,06417R161,Pierre-Alexandre Des Mazis
2020,12,MLWGB,49JK8,40438Q381,Charles Wright
2020,12,MLXAG,67LS7,06747L744,Tanner Di Lello
2020,12,MLXAT,67LV0,06417R138,Mickael Slomka
2020,12,MLXAE,31ID7,13607V408,Tanner Di Lello
2020,12,MLWFZ,39H05,06747L694,Simon Torjmane / Wen Xuan Lim
2020,12,MLXAK,67E07,13607V606,Tanner Di Lello
2020,12,MLXAQ,30RB5,09710C873,Simon Torjmane / Wen Xuan Lim
2020,12,MLWFW,67E18,891160327,Charles Wright
2020,12,MLWGG,38KI7,40438Q316,Evan Levine
2020,12,MLWFX,30Q28,13607V507,Nate Boroff
2020,12,MLWFV,67LS9,891160335,Charles Wright
2020,12,MLOUZ,67LS8,09710C840,Tanner Di Lello
2020,12,MLWFU,39H02,06417R195,Mickael Slomka
2020,12,MLWFT,67E15,78014T742,Charles Wright
2020,12,MLXAD,67LT9,78014T734,Pierre-Alexandre Des Mazis
2020,12,MLWFR,67LT8,40438Q399,Charles Wright
2020,12,MLXAF,67LT3,06747L728,Tanner Di Lello
2020,12,MLWFS,67LT4,06747L710,Charles Wright
2020,12,MLWFP,67LT6,40438Q415,Charles Wright
2020,12,MLWFQ,30Q27,06417R187,Jorge Saba
2020,12,UHAAG,8Y0J1,05573C380,Tanner Di Lello
